,id,probability,answers,pred,label,Entry,Protein names,UniProtKB,geneName
1287,ENSP00000327801,0.5560419548275872,0.0,1.0,1.0,P07237,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),P07237,P4HB
1288,ENSP00000358072,0.554003802526378,0.0,1.0,1.0,Q9H1Y0,Autophagy protein 5 (APG5-like) (Apoptosis-specific protein),Q9H1Y0,ATG5
1289,ENSP00000263056,0.5503160251749944,0.0,1.0,1.0,P41279,Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2),P41279,MAP3K8
1290,ENSP00000399968,0.5452544920884901,0.0,1.0,1.0,Q15596,Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2),Q15596,NCOA2
1291,ENSP00000324560,0.5440059390117127,0.0,1.0,1.0,O75385,Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1),O75385,ULK1
1292,ENSP00000360997,0.5430184294360612,0.0,1.0,1.0,Q76LX8,A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease),Q76LX8,ADAMTS13
1293,ENSP00000371211,0.5424203775898346,0.0,1.0,1.0,Q8IU80,Transmembrane protease serine 6 (EC 3.4.21.-) (Matriptase-2),Q8IU80,TMPRSS6
1294,ENSP00000228841,0.5367532660769241,0.0,1.0,1.0,P10916,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Cardiac myosin light chain 2) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v) (Ventricular myosin light chain 2)",P10916,MYL2
1295,ENSP00000314420,0.5348262020138068,0.0,1.0,1.0,O15534,Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui),O15534,PER1
1296,ENSP00000301149,0.5321132975258323,0.0,1.0,1.0,P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)",P21695,GPD1
1297,ENSP00000264637,0.5310418748059645,1.0,1.0,1.0,P10827,Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (V-erbA-related protein 7) (EAR-7) (c-erbA-1) (c-erbA-alpha),P10827,THRA
1298,ENSP00000339787,0.5249170261648326,0.0,1.0,1.0,O60488,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4),O60488,ACSL4
1299,ENSP00000411788,0.512561909898926,0.0,1.0,1.0,Q9HC97,G-protein coupled receptor 35 (Kynurenic acid receptor) (KYNA receptor),Q9HC97,GPR35
1300,ENSP00000367830,0.5058773806819739,0.0,1.0,1.0,Q05513,Protein kinase C zeta type (EC 2.7.11.13) (nPKC-zeta),Q05513,PRKCZ
1301,ENSP00000344468,0.5025447918769965,0.0,1.0,1.0,O75056,Syndecan-3 (SYND3),O75056,SDC3
1302,ENSP00000417898,0.49820492914636016,0.0,1.0,1.0,P09466,Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1),P09466,PAEP
1303,ENSP00000266503,0.49793601733784865,0.0,1.0,1.0,Q8WYA1,Basic helix-loop-helix ARNT-like protein 2 (Aryl hydrocarbon receptor nuclear translocator-like protein 2) (Basic-helix-loop-helix-PAS protein MOP9) (Brain and muscle ARNT-like 2) (CYCLE-like factor) (CLIF) (Class E basic helix-loop-helix protein 6) (bHLHe6) (Member of PAS protein 9) (PAS domain-containing protein 9),Q8WYA1,ARNTL2
1304,ENSP00000222572,0.49712903656091906,0.0,1.0,1.0,Q15165,Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.1.81) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2),Q15165,PON2
1305,ENSP00000320324,0.4942944109755036,0.0,1.0,1.0,P55786,Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S),P55786,NPEPPS
1306,ENSP00000337332,0.49066840868338174,0.0,1.0,1.0,Q8N6T7,NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6),Q8N6T7,SIRT6
1307,ENSP00000337587,0.48432107911642264,0.0,1.0,1.0,Q9BX51,Glutathione hydrolase light chain 1 (Gamma-glutamyltransferase light chain 1) (Gamma-glutamyltransferase-like activity 4) (Gamma-glutamyltransferase-like protein 6),Q9BX51,GGTLC1
1308,ENSP00000265276,0.4794072355968217,0.0,1.0,1.0,Q9HCL2,"Glycerol-3-phosphate acyltransferase 1, mitochondrial (GPAT-1) (EC 2.3.1.15)",Q9HCL2,GPAM
1309,ENSP00000356015,0.4785343636394019,0.0,1.0,1.0,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",Q9BWD1,ACAT2
1310,ENSP00000325548,0.476795471980931,0.0,1.0,1.0,Q96KP4,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),Q96KP4,CNDP2
1311,ENSP00000377789,0.4680732768358426,0.0,1.0,1.0,Q8N3V7,Synaptopodin,Q8N3V7,SYNPO
1312,ENSP00000319464,0.46415406898756284,0.0,1.0,1.0,P22792,Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit),P22792,CPN2
1313,ENSP00000416683,0.4629025714955492,0.0,1.0,1.0,P35858,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),P35858,IGFALS
1314,ENSP00000359357,0.45647809234003356,0.0,1.0,1.0,Q99684,Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163),Q99684,GFI1
1315,ENSP00000348461,0.4538113585708696,0.0,1.0,1.0,P63000,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),P63000,RAC1
1316,ENSP00000383365,0.44733322568159545,0.0,1.0,1.0,Q9NNW7,"Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)",Q9NNW7,TXNRD2
1317,ENSP00000382697,0.438759609106082,1.0,1.0,1.0,Q13464,"Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)",Q13464,ROCK1
1318,ENSP00000321606,0.4352656393909114,0.0,1.0,1.0,Q14194,Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Inactive dihydropyrimidinase) (Unc-33-like phosphoprotein 3) (ULIP-3),Q14194,CRMP1
1319,ENSP00000358105,0.43369361297725123,1.0,1.0,1.0,Q96BI3,Gamma-secretase subunit APH-1A (APH-1a) (Aph-1alpha) (Presenilin-stabilization factor),Q96BI3,APH1A
1320,ENSP00000228872,0.43051796298960027,0.0,1.0,1.0,P46527,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),P46527,CDKN1B
1321,ENSP00000359956,0.4296379870174309,0.0,1.0,1.0,Q9NYP7,Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5),Q9NYP7,ELOVL5
1322,ENSP00000362122,0.4244366402424668,0.0,1.0,1.0,Q9H2S6,Tenomodulin (TeM) (hTeM) (Chondromodulin-1-like protein) (ChM1L) (hChM1L) (Chondromodulin-I-like protein) (Myodulin) (Tendin),Q9H2S6,TNMD
1323,ENSP00000338812,0.4219966739521839,0.0,1.0,1.0,Q9BXI9,Complement C1q tumor necrosis factor-related protein 6,Q9BXI9,C1QTNF6
1324,ENSP00000358723,0.41551937134474587,0.0,1.0,1.0,P62834,Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1),P62834,RAP1A
1325,ENSP00000363763,0.4007965474217081,0.0,1.0,1.0,P29323,Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2],P29323,EPHB2
1326,ENSP00000348299,0.39264615114477525,0.0,1.0,1.0,O60858,E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (B-cell chronic lymphocytic leukemia tumor suppressor Leu5) (Leukemia-associated protein 5) (Putative tumor suppressor RFP2) (RING finger protein 77) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13),O60858,TRIM13
1327,ENSP00000386346,0.39058695387225095,0.0,1.0,1.0,P07988,Pulmonary surfactant-associated protein B (SP-B) (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe)),P07988,SFTPB
1328,ENSP00000358596,0.38657053547345765,0.0,1.0,1.0,Q16690,Dual specificity protein phosphatase 5 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH3),Q16690,DUSP5
1329,ENSP00000300026,0.3856901066978529,1.0,1.0,1.0,P23284,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),P23284,PPIB
1330,ENSP00000288840,0.38492322123113554,0.0,1.0,1.0,O43541,Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6) (hSMAD6),O43541,SMAD6
1331,ENSP00000417052,0.3834498046971182,0.0,1.0,1.0,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)",Q15125,EBP
1332,ENSP00000229771,0.3820581135549933,0.0,1.0,1.0,O00294,Tubby-related protein 1 (Tubby-like protein 1),O00294,TULP1
1333,ENSP00000358931,0.37527730585990254,0.0,1.0,1.0,P51854,Transketolase-like protein 1 (EC 2.2.1.1) (Transketolase 2) (TK 2) (Transketolase-related protein),P51854,TKTL1
1334,ENSP00000247470,0.36976952567803706,0.0,1.0,1.0,Q9ULZ3,Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1),Q9ULZ3,PYCARD
1335,ENSP00000286063,0.3659969755604812,0.0,1.0,1.0,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A (EC 3.1.4.35) (EC 3.1.4.53) (cAMP and cGMP phosphodiesterase 11A)",Q9HCR9,PDE11A
1336,ENSP00000349588,0.36223715021711633,0.0,1.0,1.0,Q01484,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),Q01484,ANK2
1337,ENSP00000255262,0.36135729810696293,0.0,1.0,1.0,Q9GZQ4,Neuromedin-U receptor 2 (NMU-R2) (G-protein coupled receptor FM-4) (G-protein coupled receptor TGR-1),Q9GZQ4,NMUR2
1338,ENSP00000259915,0.35772568371709706,0.0,1.0,1.0,Q01860,"POU domain, class 5, transcription factor 1 (Octamer-binding protein 3) (Oct-3) (Octamer-binding protein 4) (Oct-4) (Octamer-binding transcription factor 3) (OTF-3)",Q01860,POU5F1
1339,ENSP00000357804,0.3538306967675932,0.0,1.0,1.0,Q5T1C6,Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Carboxyl-terminal modulator protein) (Thioesterase superfamily member 4),Q5T1C6,THEM4
1340,ENSP00000473348,0.3526047507642768,0.0,1.0,1.0,O95479,GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (GDH) (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)],O95479,H6PD
1341,ENSP00000326581,0.346154685398662,0.0,1.0,1.0,Q9GZU2,Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24),Q9GZU2,PEG3
1342,ENSP00000367323,0.34166690461801,0.0,1.0,1.0,Q13303,Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2) (hKvbeta2),Q13303,KCNAB2
1343,ENSP00000377055,0.33913527488771383,0.0,1.0,1.0,P42785,Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP),P42785,PRCP
1344,ENSP00000410402,0.33200182815674595,0.0,1.0,1.0,P45985,Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK),P45985,MAP2K4
1345,ENSP00000229328,0.3273535405086773,0.0,1.0,1.0,Q9Y478,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),Q9Y478,PRKAB1
1346,ENSP00000356515,0.326578386381849,0.0,1.0,1.0,P46939,Utrophin (Dystrophin-related protein 1) (DRP-1),P46939,UTRN
1347,ENSP00000298854,0.3193439678874499,0.0,1.0,1.0,Q13702,43 kDa receptor-associated protein of the synapse (RAPsyn) (43 kDa postsynaptic protein) (Acetylcholine receptor-associated 43 kDa protein) (RING finger protein 205),Q13702,RAPSN
1348,ENSP00000336740,0.3135514544129729,0.0,1.0,1.0,P53667,LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1),P53667,LIMK1
1349,ENSP00000355988,0.31308187976067314,0.0,1.0,1.0,O14896,Interferon regulatory factor 6 (IRF-6),O14896,IRF6
1350,ENSP00000371152,0.31272915513530725,0.0,1.0,1.0,Q13510,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],Q13510,ASAH1
1351,ENSP00000294304,0.3062560863145064,0.0,1.0,1.0,O75197,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7),O75197,LRP5
1352,ENSP00000260197,0.30338757300840885,0.0,1.0,1.0,Q92673,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA),Q92673,SORL1
1353,ENSP00000422591,0.29972762610127024,0.0,1.0,1.0,O94813,Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product],O94813,SLIT2
1354,ENSP00000298229,0.2985764418650358,0.0,1.0,1.0,O15357,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)",O15357,INPPL1
1355,ENSP00000259324,0.2950636414305991,0.0,1.0,1.0,Q8IWT6,Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (HsLRRC8A) (Swelling protein 1),Q8IWT6,LRRC8A
1356,ENSP00000222726,0.29471750424881926,0.0,1.0,1.0,P20719,Homeobox protein Hox-A5 (Homeobox protein Hox-1C),P20719,HOXA5
1357,ENSP00000357625,0.290733696046538,0.0,1.0,1.0,Q12983,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Q12983,BNIP3
1358,ENSP00000357596,0.28985932108731666,0.0,1.0,1.0,Q8TEY5,Cyclic AMP-responsive element-binding protein 3-like protein 4 (cAMP-responsive element-binding protein 3-like protein 4) (Androgen-induced basic leucine zipper protein) (AIbZIP) (Attaching to CRE-like 1) (ATCE1) (Cyclic AMP-responsive element-binding protein 4) (CREB-4) (cAMP-responsive element-binding protein 4) (Transcript induced in spermiogenesis protein 40) (Tisp40) (hJAL) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 4],Q8TEY5,CREB3L4
1359,ENSP00000220772,0.28821231216376175,0.0,1.0,1.0,Q8N474,Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2),Q8N474,SFRP1
1360,ENSP00000464030,0.2841637462498451,0.0,1.0,1.0,Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon (I-kappa-B kinase epsilon) (IKK-E) (IKK-epsilon) (IkBKE) (EC 2.7.11.10) (Inducible I kappa-B kinase) (IKK-i),Q14164,IKBKE
1361,ENSP00000279263,0.27762409430265816,0.0,1.0,1.0,O76062,Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (Another new gene 1 protein) (C-14 sterol reductase) (C14SR) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2),O76062,TM7SF2
1362,ENSP00000355231,0.2774999396645541,0.0,1.0,1.0,Q14457,Beclin-1 (Coiled-coil myosin-like BCL2-interacting protein) (Protein GT197) [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa],Q14457,BECN1
1363,ENSP00000221957,0.27732074757005293,0.0,1.0,1.0,O60664,Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17),O60664,PLIN3
1364,ENSP00000368884,0.27568124161800367,0.0,1.0,1.0,P51812,Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2),P51812,RPS6KA3
1365,ENSP00000420927,0.2734010392442275,0.0,1.0,1.0,Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)",Q15119,PDK2
1366,ENSP00000418915,0.2731391975063229,0.0,1.0,1.0,P42771,Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A),P42771,CDKN2A
1367,ENSP00000282903,0.272636507510906,0.0,1.0,1.0,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)",O00469,PLOD2
1368,ENSP00000321951,0.26967609233412254,0.0,1.0,1.0,Q9BWQ8,Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35) (Transmembrane BAX inhibitor motif-containing protein 2),Q9BWQ8,FAIM2
1369,ENSP00000360530,0.26948183949086835,0.0,1.0,1.0,Q6X4W1,NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor),Q6X4W1,NSMF
1370,ENSP00000305426,0.26915811029099324,0.0,1.0,1.0,P50607,Tubby protein homolog,P50607,TUB
1371,ENSP00000250003,0.2685711133989261,0.0,1.0,1.0,P15172,Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3),P15172,MYOD1
1372,ENSP00000456226,0.26713209346923644,0.0,1.0,1.0,Q7Z6L0,Proline-rich transmembrane protein 2 (Dispanin subfamily B member 3) (DSPB3),Q7Z6L0,PRRT2
1373,ENSP00000369314,0.2636031860267709,0.0,1.0,1.0,P35754,Glutaredoxin-1 (Thioltransferase-1) (TTase-1),P35754,GLRX
1374,ENSP00000324173,0.26173728560097714,0.0,1.0,1.0,P11021,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),P11021,HSPA5
1375,ENSP00000363571,0.2607041324216631,0.0,1.0,1.0,O15146,"Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)",O15146,MUSK
1376,ENSP00000359567,0.25857222653499995,0.0,1.0,1.0,P41225,Transcription factor SOX-3,P41225,SOX3
1377,ENSP00000379287,0.25172025076466575,0.0,1.0,1.0,P63104,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),P63104,YWHAZ
1378,ENSP00000341159,0.25093427092826986,0.0,1.0,1.0,Q49MI3,Ceramide kinase-like protein,Q49MI3,CERKL
1379,ENSP00000365773,0.2489245154091042,0.0,1.0,1.0,Q9Y617,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),Q9Y617,PSAT1
1380,ENSP00000261596,0.24559551198445403,0.0,1.0,1.0,Q92539,Phosphatidate phosphatase LPIN2 (EC 3.1.3.4) (Lipin-2),Q92539,LPIN2
1381,ENSP00000268613,0.24402190155038087,0.0,1.0,1.0,P55290,Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin),P55290,CDH13
1382,ENSP00000001008,0.23499505754206226,0.0,1.0,1.0,Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",Q02790,FKBP4
1383,ENSP00000400175,0.22810113164779855,0.0,1.0,1.0,P61586,Transforming protein RhoA (EC 3.6.5.2) (Rho cDNA clone 12) (h12),P61586,RHOA
1384,ENSP00000284984,0.2263882299043494,0.0,1.0,1.0,Q9UHI8,A disintegrin and metalloproteinase with thrombospondin motifs 1 (ADAM-TS 1) (ADAM-TS1) (ADAMTS-1) (EC 3.4.24.-) (METH-1),Q9UHI8,ADAMTS1
1385,ENSP00000200453,0.22201845276108795,0.0,1.0,1.0,O75807,Protein phosphatase 1 regulatory subunit 15A (Growth arrest and DNA damage-inducible protein GADD34) (Myeloid differentiation primary response protein MyD116 homolog),O75807,PPP1R15A
1386,ENSP00000274813,0.21586742749958202,1.0,1.0,1.0,P22033,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",P22033,MMUT
1387,ENSP00000332353,0.21564864295085567,0.0,1.0,1.0,Q13635,Protein patched homolog 1 (PTC) (PTC1),Q13635,PTCH1
1388,ENSP00000216037,0.21389101023783097,0.0,1.0,1.0,P17861,"X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]",P17861,XBP1
